460059,444876,"","",460086,Foul,Foul,S,5837,2013-04-10T00:58:37Z,124.46,139.88,130409_195914,88.3,82.3,3.4,1.5,-1.3,4.66,-0.734,2.81,-1.715,50.0,5.856,2.953,-129.447,-3.131,-2.224,24.067,-24.094,23.9,4.0,5.8,SL,0.862,11,44,195.388,939.246,"","",21,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_21,"","","",""
460059,456714,444876,"","",Called Strike,Strike cantado,S,10110,2013-04-10T01:01:10Z,137.34,146.79,130409_200146,90.0,81.8,3.36,1.46,-8.06,9.52,-1.05,2.536,-1.441,50.0,6.004,3.712,-131.854,-5.945,-13.961,32.365,-15.626,23.7,37.5,5.1,SI,0.537,11,63,220.152,2382.197,"","",22,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_22,"","","",""
460059,456714,444876,"","","In play, out(s)","En juego, out(s)",X,10134,2013-04-10T01:01:34Z,138.2,132.97,130409_200211,90.5,82.9,3.31,1.5,-11.94,8.62,-1.19,3.049,-1.298,50.0,6.0,4.323,-132.56,-4.468,-21.099,30.196,-16.868,23.8,48.4,6.2,SI,0.782,11,65,234.041,2852.763,"","",22,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_22,"","","",""
504379,340192,444876,543063,"",Called Strike,Strike cantado,S,30229,2013-04-10T03:02:29Z,127.9,163.19,130409_200254,92.7,86.0,3.26,1.5,-8.04,8.29,-0.81,1.76,-2.18,50.0,5.63,6.49,-135.58,-7.32,-15.1,27.35,-16.53,23.8,37.6,4.9,FF,0.895,13,75,223.985,2326.59,"","",23,2013_04_09_colmlb_sfnmlb_1,2013_04_09_colmlb_sfnmlb_1_23,"","","",""
450351,519083,446359,"","",Ball,Bola mala,B,30419,2013-04-10T03:04:19Z,44.64,109.66,130409_200458,89.3,81.5,3.35,1.6,3.41,9.76,1.557,3.924,1.626,50.0,5.301,-1.318,-130.98,-0.581,5.881,29.839,-15.288,23.7,-19.9,3.9,FF,0.757,12,44,160.799,1980.543,"","",24,2013_04_09_oakmlb_anamlb_1,2013_04_09_oakmlb_anamlb_1_24,"","","",""
460059,519058,444876,"","",Foul,Foul,S,10551,2013-04-10T01:05:51Z,147.64,127.79,130409_200627,90.6,84.0,3.44,1.5,-10.88,8.99,-1.366,3.283,-1.368,50.0,5.938,3.726,-132.758,-3.952,-19.566,26.42,-15.936,23.8,48.4,5.7,SI,0.902,11,37,230.31,2778.601,"","",23,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_23,"","","",""
460059,519058,444876,"","",Foul,Foul,S,10622,2013-04-10T01:06:22Z,55.79,126.06,130409_200658,85.5,79.6,3.44,1.5,1.31,6.58,1.396,3.327,-1.24,50.0,5.9,6.124,-125.248,-2.051,2.098,22.914,-21.538,23.9,-8.2,5.6,SL,0.902,12,27,168.843,1255.737,"","",23,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_23,"","","",""
460059,521692,444876,"","",Ball In Dirt,Bola por el suelo,B,10817,2013-04-10T01:08:17Z,60.94,189.1,130409_200853,86.6,81.2,3.42,1.38,-0.93,7.73,1.24,0.698,-1.348,50.0,5.742,6.813,-126.575,-8.837,-1.527,22.03,-19.367,23.9,1.3,5.1,SL,0.903,14,73,186.798,1478.315,"","",24,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_24,"","","",""
460059,521692,444876,"","",Ball,Bola mala,B,10846,2013-04-10T01:08:46Z,95.28,168.37,130409_200922,75.2,70.0,3.57,1.63,0.27,-2.31,0.198,1.581,-1.532,50.0,5.874,3.688,-110.183,-1.305,0.332,19.653,-34.943,23.9,-1.4,11.6,CU,0.898,14,32,6.835,367.206,"","",24,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_24,"","","",""
460059,521692,444876,"","",Called Strike,Strike cantado,S,10912,2013-04-10T01:09:12Z,78.97,155.42,130409_200948,85.9,80.0,3.58,1.68,-1.26,6.46,0.716,2.163,-1.426,50.0,5.842,5.748,-125.752,-4.822,-2.039,23.292,-21.666,23.9,2.7,5.6,SL,0.894,14,44,190.98,1234.904,"","",24,2013_04_09_minmlb_kcamlb_1,2013_04_09_minmlb_kcamlb_1_24,"","","",""
