pitcher_id,batter_id,on_1b,on_2b,on_3b,des,des_es,s_or_ball,tfs,tfs_zulu,x,y,sv_id,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,type_confidence,zone,nasty,spin_dir,spin_rate,cc,mt,num,game_id,game_id_num,inning,inning_num,away_team,home_team
543070,493596,"","","",Called Strike,Strike cantado,S,220713,2013-04-01T22:07:13Z,83.26,131.24,130401_170710,94.0,85.3,3.15,1.49,-9.64,8.43,0.533,3.085,-1.096,50.0,5.781,7.77,-137.64,-4.28,-18.212,34.965,-16.18,23.7,43.3,5.1,FF,0.892,3,53,228.709,2554.794,"","",53,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_53,"","","",""
543070,493596,"","","",Ball,Bola mala,B,220728,2013-04-01T22:07:28Z,20.6,179.6,130401_170726,85.1,78.6,3.0,1.5,0.5,-0.54,2.385,1.003,-1.129,50.0,5.81,8.444,-124.394,-5.041,0.774,26.734,-32.939,23.8,-4.0,8.9,SL,0.903,14,16,45.334,126.921,"","",53,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_53,"","","",""
543070,493596,"","","","In play, out(s)","En juego, out(s)",X,220748,2013-04-01T22:07:48Z,143.35,137.29,130401_170746,93.9,84.8,3.0,1.5,-11.82,7.44,-1.378,2.872,-1.342,50.0,5.86,4.016,-137.536,-4.654,-22.119,37.07,-18.172,23.7,47.3,6.2,FT,0.991,11,36,237.664,2761.393,"","",53,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_53,"","","",""
543070,457477,"","","",Ball,Bola mala,B,220838,2013-04-01T22:08:38Z,126.18,112.25,130401_170836,94.7,85.8,3.18,1.5,-11.93,6.85,-0.871,4.017,-1.337,50.0,5.97,5.47,-138.836,-1.826,-22.86,36.29,-18.976,23.7,47.8,6.2,FT,0.991,11,58,240.0,2758.315,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,457477,"","","",Swinging Strike,Strike tirándole,S,220854,2013-04-01T22:08:54Z,126.18,132.97,130401_170852,93.8,84.3,3.18,1.5,-12.81,6.68,-0.869,3.058,-1.278,50.0,5.823,5.537,-137.43,-3.744,-23.809,38.458,-19.683,23.6,47.1,6.7,FT,0.994,11,71,242.316,2838.297,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,457477,"","","",Swinging Strike,Strike tirándole,S,220910,2013-04-01T22:09:10Z,60.94,177.87,130401_170908,85.3,79.7,3.18,1.5,2.57,0.8,1.217,1.118,-1.399,50.0,5.821,5.638,-124.876,-5.386,4.088,23.734,-30.835,23.9,-8.9,8.2,SL,0.904,14,63,108.136,499.763,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,457477,"","","",Ball,Bola mala,B,220931,2013-04-01T22:09:31Z,64.38,123.47,130401_170929,84.0,77.8,3.18,1.5,2.39,-2.78,1.096,3.439,-1.149,50.0,6.107,4.699,-123.055,1.004,3.669,24.386,-36.369,23.8,-7.1,9.6,SL,0.893,12,60,41.172,657.054,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,457477,"","","",Ball,Bola mala,B,220948,2013-04-01T22:09:48Z,153.65,111.39,130401_170946,93.6,86.6,3.18,1.5,-6.99,9.26,-1.631,3.875,-1.427,50.0,5.899,1.912,-137.231,-2.861,-13.41,28.525,-14.334,23.8,41.1,4.2,FF,0.941,11,22,216.93,2359.421,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,457477,"","","",Foul,Foul,S,221012,2013-04-01T22:10:12Z,115.02,151.1,130401_171009,94.2,86.2,3.18,1.5,-10.19,5.69,-0.466,2.268,-1.286,50.0,5.696,5.813,-137.922,-5.385,-19.464,33.202,-21.235,23.8,38.8,6.2,FF,0.711,4,36,240.663,2348.579,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,457477,"","","",Foul,Foul,S,221034,2013-04-01T22:10:34Z,128.76,153.69,130401_171032,94.5,85.8,3.18,1.5,-14.21,8.6,-0.858,2.137,-1.355,50.0,5.68,6.337,-138.258,-6.699,-27.052,35.641,-15.733,23.7,55.6,6.6,FT,0.995,13,58,238.71,3321.783,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,457477,"","","",Swinging Strike,Strike tirándole,S,221055,2013-04-01T22:10:55Z,69.53,175.28,130401_171053,85.6,78.8,3.18,1.5,-0.63,0.57,0.903,1.199,-1.399,50.0,5.737,5.873,-125.298,-4.851,-0.995,27.52,-31.202,23.8,-0.3,8.3,SL,0.9,14,65,225.669,161.056,"","",54,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_54,"","","",""
543070,433898,"","","",Called Strike,Strike cantado,S,221133,2013-04-01T22:11:33Z,102.15,138.15,130401_171131,84.1,78.0,3.34,1.5,0.9,-3.16,-0.1,2.795,-1.33,50.0,6.037,2.709,-123.278,-0.302,1.394,24.281,-36.97,23.8,-2.9,9.8,SL,0.893,2,55,16.205,587.77,"","",55,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_55,"","","",""
543070,433898,"","","",Ball,Bola mala,B,221150,2013-04-01T22:11:50Z,134.76,164.06,130401_171148,94.0,85.5,3.34,1.5,-12.1,9.12,-1.069,1.709,-1.4,50.0,5.64,5.121,-137.48,-7.847,-22.825,34.549,-14.894,23.7,52.0,5.9,FT,0.992,13,65,232.871,3021.051,"","",55,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_55,"","","",""
543070,433898,"","","",Ball,Bola mala,B,221207,2013-04-01T22:12:07Z,155.36,146.79,130401_171205,93.1,84.6,3.34,1.5,-9.73,7.41,-1.715,2.48,-1.461,50.0,5.696,2.691,-136.428,-5.163,-18.019,34.807,-18.38,23.7,41.4,5.8,FF,0.776,11,22,232.564,2413.154,"","",55,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_55,"","","",""
543070,433898,"","","","In play, out(s)","En juego, out(s)",X,221225,2013-04-01T22:12:25Z,84.98,146.79,130401_171223,94.3,85.5,3.34,1.5,-10.55,8.29,0.496,2.425,-1.131,50.0,5.734,8.093,-137.91,-5.912,-19.975,35.432,-16.408,23.7,45.1,5.5,FT,0.565,6,42,231.716,2677.004,"","",55,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_55,"","","",""
519242,460051,"","","",Called Strike,Strike cantado,S,221510,2013-04-01T22:15:10Z,75.54,127.79,130401_171507,89.8,80.7,2.96,1.39,11.79,5.25,0.787,3.282,2.855,50.0,5.037,-9.218,-131.317,0.009,20.074,34.266,-23.158,23.6,-37.4,7.0,FT,0.976,12,74,114.187,2431.184,"","",56,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_56,"","","",""
519242,460051,"","","",Foul,Foul,S,221521,2013-04-01T22:15:21Z,68.67,147.65,130401_171519,90.8,81.3,3.14,1.5,12.0,3.69,0.987,2.402,2.972,50.0,4.999,-9.153,-132.818,-1.757,20.778,36.54,-25.709,23.6,-35.0,7.5,FT,0.946,12,58,107.284,2376.923,"","",56,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_56,"","","",""
519242,460051,"","","",Ball,Bola mala,B,221543,2013-04-01T22:15:43Z,153.65,141.61,130401_171541,77.1,69.9,3.14,1.5,-6.57,0.0,-1.685,2.688,2.668,50.0,5.364,-7.71,-112.855,1.404,-8.231,26.111,-32.104,23.7,17.2,10.9,SL,0.9,11,25,269.513,1058.156,"","",56,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_56,"","","",""
519242,460051,"","","",Foul,Foul,S,221558,2013-04-01T22:15:58Z,108.15,130.38,130401_171556,94.2,84.1,3.14,1.5,7.55,10.62,-0.301,3.086,2.727,50.0,5.11,-10.741,-137.691,-3.127,14.05,39.457,-12.35,23.6,-39.7,3.8,FF,0.997,1,43,144.675,2560.162,"","",56,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_56,"","","",""
519242,460051,"","","",Foul Tip,Foul atrás,S,221618,2013-04-01T22:16:18Z,60.94,152.83,130401_171616,81.4,73.8,3.14,1.5,12.04,2.75,1.165,2.093,2.864,50.0,4.627,-7.599,-119.111,0.14,16.959,26.984,-28.227,23.7,-28.5,9.3,CH,0.907,14,49,103.102,2120.827,"","",56,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_56,"","","",""
519242,460086,"","","",Called Strike,Strike cantado,S,221651,2013-04-01T22:16:51Z,128.76,145.92,130401_171649,77.6,70.8,3.37,1.5,-6.82,0.29,-0.844,2.501,2.97,50.0,5.262,-6.516,-113.563,0.993,-8.737,24.549,-31.723,23.7,17.6,10.5,SL,0.901,11,75,267.045,1117.649,"","",57,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_57,"","","",""
519242,460086,"","","",Ball,Bola mala,B,221705,2013-04-01T22:17:05Z,157.94,168.37,130401_171703,79.0,72.1,3.37,1.5,-7.04,-0.06,-1.796,1.546,2.795,50.0,5.08,-8.316,-115.611,-0.865,-9.297,26.347,-32.179,23.7,18.7,10.5,SL,0.9,13,29,270.031,1166.664,"","",57,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_57,"","","",""
519242,460086,"","","",Swinging Strike,Strike tirándole,S,221719,2013-04-01T22:17:19Z,111.59,170.96,130401_171717,82.4,74.8,3.37,1.5,9.6,1.3,-0.407,1.373,2.804,50.0,4.554,-10.499,-120.319,-1.086,13.812,27.334,-30.228,23.7,-20.8,9.2,CH,0.912,13,47,98.02,1681.872,"","",57,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_57,"","","",""
519242,460086,"","","",Ball,Bola mala,B,221745,2013-04-01T22:17:45Z,133.91,151.1,130401_171743,78.8,72.1,3.37,1.5,-7.31,2.02,-1.096,2.253,3.042,50.0,5.183,-7.212,-115.402,-0.114,-9.675,25.251,-29.424,23.7,20.6,9.7,SL,0.899,13,47,254.133,1264.476,"","",57,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_57,"","","",""
519242,460086,"","","",Foul,Foul,S,221803,2013-04-01T22:18:03Z,67.81,132.97,130401_171801,94.4,85.1,3.37,1.5,8.51,6.41,0.941,3.053,2.918,50.0,4.982,-8.324,-138.175,-1.521,16.106,36.981,-19.979,23.7,-34.3,5.3,FF,0.606,12,58,127.133,2121.13,"","",57,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_57,"","","",""
519242,460086,"","","","In play, out(s)","En juego, out(s)",X,221825,2013-04-01T22:18:25Z,119.31,174.42,130401_171824,77.9,71.2,3.37,1.5,-6.76,-2.38,-0.629,1.343,2.862,50.0,5.121,-5.836,-114.148,-0.552,-8.719,25.553,-35.166,23.7,15.6,11.6,SL,0.902,13,54,288.941,1171.587,"","",57,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_57,"","","",""
519242,444876,"","","",Called Strike,Strike cantado,S,221908,2013-04-01T22:19:08Z,94.42,121.75,130401_171906,75.6,68.8,3.37,1.5,-5.78,0.48,0.286,3.45,3.118,50.0,5.213,-4.52,-110.78,3.437,-7.044,23.323,-31.515,23.7,14.4,10.6,SL,0.901,12,73,264.655,926.515,"","",58,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_58,"","","",""
519242,444876,"","","",Foul,Foul,S,221920,2013-04-01T22:19:20Z,70.39,120.88,130401_171918,93.7,84.9,3.37,1.5,12.74,6.29,0.943,3.565,2.928,50.0,5.046,-9.779,-137.099,-0.211,23.889,34.404,-20.298,23.7,-46.5,6.4,FT,0.958,12,72,116.434,2823.083,"","",58,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_58,"","","",""
519242,444876,"","","",Ball,Bola mala,B,221945,2013-04-01T22:19:45Z,99.57,178.73,130401_171943,78.6,72.3,3.37,1.5,-8.74,-1.15,0.028,1.148,2.79,50.0,5.126,-3.684,-115.255,-1.558,-11.582,24.496,-33.627,23.8,19.8,11.1,SL,0.902,14,37,277.151,1469.322,"","",58,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_58,"","","",""
519242,444876,"","","","In play, no out","En juego, no out",X,222002,2013-04-01T22:20:02Z,68.67,150.24,130401_172000,83.5,75.9,3.37,1.5,12.54,3.7,0.939,2.26,3.034,50.0,4.627,-8.914,-122.085,-0.119,18.663,27.215,-26.599,23.7,-32.2,8.6,CH,0.906,14,47,106.632,2314.631,Chris Sale had Alcides Escobar down 0-2 but could not put him away.,"",58,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_58,"","","",""
518858,456714,444876,"","",Ball,Bola mala,B,222327,2013-04-01T22:23:27Z,66.09,120.02,130401_172325,97.0,88.0,3.11,1.5,-10.47,12.39,1.043,3.641,-1.059,50.0,5.851,9.634,-141.789,-4.861,-21.057,36.213,-7.203,23.7,65.6,4.1,FT,1.0,12,57,220.138,3342.191,"","",59,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_59,"","","",""
518858,456714,444876,"","",Ball,Bola mala,B,222348,2013-04-01T22:23:48Z,60.94,164.92,130401_172346,97.0,89.0,3.11,1.5,-10.55,11.55,1.135,1.597,-0.957,50.0,5.693,9.673,-141.641,-9.89,-21.388,33.001,-8.679,23.8,60.3,4.4,FT,1.0,14,70,222.311,3254.304,"","",59,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_59,"","","",""
518858,456714,444876,"","",Foul,Foul,S,222518,2013-04-01T22:25:18Z,89.27,151.97,130401_172516,97.4,88.6,3.11,1.5,-9.58,11.88,0.32,2.152,-1.228,50.0,5.635,7.808,-142.433,-8.324,-19.457,36.193,-7.964,23.7,60.1,4.0,FT,1.0,6,39,218.787,3163.643,"","",59,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_59,"","","",""
518858,456714,444876,"","",Ball,Bola mala,B,222553,2013-04-01T22:25:53Z,26.61,191.69,130401_172551,87.9,81.3,3.11,1.5,1.04,4.43,2.189,0.537,-1.062,50.0,5.539,7.893,-128.488,-7.791,1.729,27.375,-24.724,23.8,-7.0,6.5,SL,0.91,14,22,166.936,863.55,"","",59,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_59,"","","",""
518858,456714,"",444876,"",Ball,Bola mala,B,222631,2013-04-01T22:26:31Z,40.34,199.46,130401_172629,88.0,81.7,3.11,1.5,-0.8,4.59,1.811,0.085,-1.432,50.0,5.349,8.495,-128.514,-8.554,-1.332,26.295,-24.411,23.8,-0.5,6.3,SL,0.908,14,16,189.734,889.164,"","",59,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_59,"","","",""
407819,519058,502481,"",444876,Called Strike,Strike cantado,S,222943,2013-04-01T22:29:43Z,120.17,137.29,130401_172941,94.2,85.3,3.42,1.5,-1.25,12.89,-0.617,2.858,2.473,50.0,6.445,-7.895,-137.686,-8.219,-2.35,36.147,-7.836,23.7,23.7,2.4,FF,0.905,1,63,185.513,2576.395,"","",60,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_60,"","","",""
407819,519058,502481,"",444876,Swinging Strike,Strike tirándole,S,223004,2013-04-01T22:30:04Z,42.92,133.84,130401_173002,93.9,84.4,3.42,1.5,4.06,8.01,1.72,2.98,2.651,50.0,6.362,-3.909,-137.534,-5.875,7.568,38.403,-17.178,23.6,-19.1,4.4,FF,0.521,12,28,153.223,1771.886,"","",60,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_60,"","","",""
407819,519058,502481,"",444876,Swinging Strike,Strike tirándole,S,223030,2013-04-01T22:30:30Z,75.54,116.57,130401_173028,93.4,84.9,3.42,1.5,2.16,11.63,0.709,3.748,2.855,50.0,6.454,-6.513,-136.744,-5.334,4.041,33.812,-10.366,23.7,-11.9,2.6,FF,0.904,12,62,169.504,2353.101,"","",60,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_60,"","","",""
516969,425567,"","","",Ball,Bola mala,B,223331,2013-04-01T22:33:31Z,116.74,179.6,130401_173329,98.4,88.8,3.8,1.9,-7.11,11.32,-0.528,1.009,-1.564,50.0,5.8,5.495,-143.775,-11.872,-14.532,40.675,-8.964,23.7,46.7,3.6,FF,0.937,13,53,212.05,2763.221,"","",61,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_61,"","","",""
516969,425567,"","","",Ball,Bola mala,B,223347,2013-04-01T22:33:47Z,108.15,163.19,130401_173345,85.5,78.7,3.8,1.9,-10.82,6.08,-0.244,1.786,-1.993,50.0,5.666,7.776,-125.121,-5.008,-17.079,26.15,-22.504,23.8,33.5,7.2,CH,0.916,13,44,240.481,2275.704,"","",61,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_61,"","","",""
516969,425567,"","","",Ball,Bola mala,B,223404,2013-04-01T22:34:04Z,92.7,103.61,130401_173402,97.1,87.8,3.8,1.9,-5.8,11.2,0.258,4.196,-1.798,50.0,5.795,7.821,-142.155,-2.732,-11.67,37.936,-9.593,23.7,42.9,2.9,FF,0.996,12,48,207.329,2594.1,"","",61,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_61,"","","",""
516969,425567,"","","",Ball,Bola mala,B,223423,2013-04-01T22:34:23Z,70.39,164.92,130401_173421,96.8,88.2,3.8,1.9,-5.5,12.85,0.971,1.52,-1.649,50.0,5.693,9.255,-141.285,-10.44,-10.995,35.266,-6.385,23.7,44.2,2.5,FF,0.997,14,67,203.089,2878.771,"Kelvin Herrera is having trouble locating his four-seam fastball, missing the strike zone with his last three.","",61,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_61,"","","",""
516969,276055,425567,"","",Ball,Bola mala,B,223503,2013-04-01T22:35:03Z,141.63,142.47,130401_173501,85.7,77.7,3.67,1.74,-9.58,6.11,-1.237,2.543,-2.156,50.0,5.726,5.305,-125.5,-3.231,-14.964,30.161,-22.552,23.7,30.5,7.1,CH,0.902,13,69,237.258,2056.592,"","",62,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_62,"","","",""
516969,276055,425567,"","",Called Strike,Strike cantado,S,223536,2013-04-01T22:35:36Z,109.01,130.38,130401_173534,96.7,87.0,3.67,1.74,-5.36,11.98,-0.282,3.123,-1.616,50.0,5.859,5.609,-141.607,-6.062,-10.62,39.572,-8.36,23.7,42.1,2.8,FF,0.999,1,38,204.033,2671.389,"","",62,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_62,"","","",""
516969,276055,425567,"","",Swinging Strike,Strike tirándole,S,223555,2013-04-01T22:35:55Z,84.98,135.56,130401_173553,98.0,87.8,3.67,1.74,-6.76,10.16,0.401,2.888,-1.462,50.0,5.805,7.65,-143.373,-6.086,-13.651,42.177,-11.572,23.6,40.6,3.6,FF,0.981,6,36,213.527,2500.815,"","",62,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_62,"","","",""
516969,276055,"",425567,"",Ball In Dirt,Bola por el suelo,B,223635,2013-04-01T22:36:35Z,112.45,201.18,130401_173633,87.0,79.5,3.67,1.74,-11.5,6.44,-0.39,0.132,-1.869,50.0,5.407,7.411,-127.112,-8.813,-18.568,29.346,-21.706,23.7,35.6,7.3,CH,0.924,13,30,240.587,2432.824,"","",62,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_62,"","","",""
516969,276055,"",425567,"",Swinging Strike,Strike tirándole,S,223654,2013-04-01T22:36:54Z,78.97,173.55,130401_173652,98.2,88.7,3.67,1.74,-5.69,13.99,0.628,1.262,-1.191,50.0,5.787,7.172,-143.33,-12.063,-11.592,39.25,-3.568,23.7,54.6,2.4,FF,0.997,14,43,202.058,3124.195,"","",62,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_62,"","","",""
516969,117244,"",425567,"",Ball In Dirt,Bola por el suelo,B,223731,2013-04-01T22:37:31Z,64.38,189.96,130401_173729,81.1,73.3,3.53,1.5,5.08,-6.29,1.128,0.58,-1.658,50.0,5.999,4.91,-118.857,-3.65,6.956,31.894,-40.71,23.7,-10.9,12.7,CU,0.903,14,84,39.176,1344.055,"","",63,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_63,"","","",""
516969,117244,"",425567,"",Swinging Strike,Strike tirándole,S,223755,2013-04-01T22:37:55Z,76.39,152.83,130401_173753,99.1,90.0,3.53,1.5,-3.96,13.53,0.641,2.199,-1.258,50.0,5.77,6.861,-144.834,-9.498,-8.302,38.016,-3.733,23.7,46.4,1.8,FF,1.0,6,43,196.271,2967.788,"","",63,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_63,"","","",""
516969,117244,"",425567,"","In play, out(s)","En juego, out(s)",X,223822,2013-04-01T22:38:22Z,88.41,147.65,130401_173820,97.5,88.0,3.53,1.5,-5.8,11.3,0.297,2.369,-1.151,50.0,5.828,6.137,-142.62,-7.985,-11.702,39.201,-9.316,23.7,41.2,3.1,FF,0.997,6,32,207.109,2612.188,"","",63,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_63,"","","",""
516969,493364,"",425567,"",Foul,Foul,S,223931,2013-04-01T22:39:31Z,152.79,134.7,130401_173929,97.7,88.3,3.32,1.5,-11.01,7.62,-1.623,2.918,-1.625,50.0,5.883,3.993,-143.075,-5.325,-22.323,39.707,-16.653,23.7,49.5,5.6,FT,0.993,11,29,235.189,2756.923,"","",64,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_64,"","","",""
516969,493364,"",425567,"",Swinging Strike,Strike tirándole,S,224001,2013-04-01T22:40:01Z,105.58,151.1,130401_173959,96.9,88.6,3.32,1.5,-4.5,11.56,-0.215,2.169,-1.383,50.0,5.801,4.891,-141.756,-8.573,-9.095,34.286,-8.731,23.8,36.3,2.7,FF,0.999,5,33,201.203,2573.476,"","",64,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_64,"","","",""
516969,493364,"",425567,"",Ball In Dirt,Bola por el suelo,B,224023,2013-04-01T22:40:23Z,105.58,202.05,130401_174021,87.6,79.8,3.32,1.5,-12.04,8.22,-0.158,0.086,-1.633,50.0,5.589,7.608,-127.805,-10.06,-19.6,30.18,-18.717,23.7,40.4,6.9,CH,0.923,13,22,235.526,2698.827,"","",64,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_64,"","","",""
516969,493364,"",425567,"",Swinging Strike,Strike tirándole,S,224051,2013-04-01T22:40:51Z,60.94,162.33,130401_174048,99.4,89.9,3.32,1.5,-3.61,14.44,1.183,1.847,-1.208,50.0,5.775,8.136,-145.221,-10.865,-7.576,39.628,-1.799,23.7,48.5,1.4,FF,1.0,14,60,194.003,3127.475,"","",64,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_64,"","","",""
592665,521692,"","","",Ball,Bola mala,B,224333,2013-04-01T22:43:33Z,73.82,162.33,130401_174331,84.0,77.9,3.48,1.5,4.29,4.7,0.833,1.777,-2.254,50.0,5.34,6.145,-122.988,-3.533,6.573,24.129,-24.887,23.8,-16.7,7.1,SL,0.917,14,86,137.95,1157.613,"","",65,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_65,"","","",""
592665,521692,"","","",Foul,Foul,S,224352,2013-04-01T22:43:52Z,128.76,141.61,130401_174350,93.4,84.1,3.48,1.5,-6.02,9.29,-0.849,2.555,-2.266,50.0,5.222,5.866,-136.753,-4.331,-11.12,36.997,-14.94,23.7,30.7,4.1,FF,0.902,11,47,212.83,2175.873,"","",65,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_65,"","","",""
592665,521692,"","","","In play, out(s)","En juego, out(s)",X,224415,2013-04-01T22:44:15Z,92.7,181.33,130401_174413,84.9,77.9,3.48,1.5,1.08,4.59,0.255,0.901,-2.294,50.0,5.194,5.879,-124.227,-5.359,1.672,27.419,-25.011,23.8,-6.2,6.9,SL,0.892,14,21,166.863,859.017,"","",65,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_65,"","","",""
592665,543333,"","","",Ball,Bola mala,B,224453,2013-04-01T22:44:53Z,54.94,149.38,130401_174451,94.9,85.6,3.51,1.62,-3.23,13.8,1.379,2.313,-1.97,50.0,5.319,10.217,-138.606,-7.087,-6.151,36.899,-5.797,23.7,24.3,1.8,FF,0.929,14,40,193.125,2834.942,"","",66,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_66,"","","",""
592665,543333,"","","",Called Strike,Strike cantado,S,224513,2013-04-01T22:45:13Z,97.0,157.15,130401_174511,94.6,85.1,3.51,1.62,-5.97,12.13,0.006,2.046,-2.002,50.0,5.293,7.517,-138.294,-7.078,-11.288,37.745,-9.173,23.7,39.9,3.1,FF,0.911,8,29,206.139,2687.848,"","",66,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_66,"","","",""
592665,543333,"","","",Ball,Bola mala,B,224553,2013-04-01T22:45:53Z,158.8,127.79,130401_174551,94.0,84.5,3.51,1.62,-5.86,12.52,-1.822,3.2,-2.308,50.0,5.341,3.347,-137.739,-4.155,-10.982,37.684,-8.645,23.6,45.9,3.1,FF,0.923,11,28,205.019,2734.926,"","",66,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_66,"","","",""
592665,543333,"","","",Called Strike,Strike cantado,S,224614,2013-04-01T22:46:14Z,80.69,138.15,130401_174612,93.9,84.9,3.51,1.62,-7.32,10.57,0.53,2.789,-2.055,50.0,5.245,9.503,-137.279,-4.322,-13.719,35.436,-12.293,23.7,40.1,3.8,FT,0.566,6,47,214.607,2552.734,"","",66,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_66,"","","",""
592665,543333,"","","",Ball,Bola mala,B,224638,2013-04-01T22:46:38Z,91.85,179.6,130401_174636,94.3,86.2,3.51,1.62,-7.96,10.78,0.259,1.049,-2.036,50.0,5.123,9.022,-137.659,-8.914,-15.181,32.344,-11.539,23.8,44.0,4.0,FT,0.622,14,36,216.34,2699.837,"","",66,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_66,"","","",""
592665,456715,543333,"","",Called Strike,Strike cantado,S,224723,2013-04-01T22:47:23Z,81.55,145.92,130401_174721,93.4,84.2,3.66,1.73,-7.16,10.85,0.551,2.411,-1.945,50.0,5.296,9.14,-136.504,-5.446,-13.212,36.079,-12.061,23.7,38.8,3.8,FF,0.575,6,59,213.299,2557.583,"","",67,2013_04_01_kcamlb_chamlb_1,2013_04_01_kcamlb_chamlb_1_67,"","","",""
