457428,150093,"","","",Called Strike,Strike cantado,S,172852,2013-04-04T17:28:52Z,109.87,120.02,130404_132856,73.6,68.6,3.53,1.5,8.26,-8.9,-0.407,3.283,-1.363,50.0,6.997,-0.25,-107.865,2.094,9.723,19.01,-42.566,23.9,-12.9,14.9,CU,0.927,1,35,43.094,1914.109,"","",23,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_23,"","","",""
457428,150093,"","","",Foul,Foul,S,172906,2013-04-04T17:29:06Z,132.19,136.43,130404_132910,89.5,83.2,3.53,1.5,-6.01,8.83,-0.893,2.877,-1.271,50.0,6.433,3.013,-131.086,-6.047,-10.557,25.293,-16.593,23.8,29.4,4.7,FT,0.666,11,56,214.119,2082.961,"","",23,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_23,"","","",""
457428,150093,"","","",Foul,Foul,S,172930,2013-04-04T17:29:30Z,117.6,122.61,130404_132935,88.6,81.1,3.53,1.5,0.46,10.49,-0.618,3.578,-1.122,50.0,6.564,1.135,-129.808,-4.822,0.775,29.064,-14.331,23.8,-3.8,3.7,FF,0.94,11,60,177.515,1996.08,"","",23,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_23,"","","",""
457428,150093,"","","",Foul,Foul,S,172949,2013-04-04T17:29:49Z,66.95,157.15,130404_132954,76.3,70.4,3.53,1.5,1.99,-2.44,0.992,1.925,-1.296,50.0,6.553,4.455,-111.871,-2.155,2.491,22.912,-35.144,23.8,-5.2,11.6,SL,0.53,14,51,39.986,502.697,"","",23,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_23,"","","",""
445590,477195,457759,"","",Ball,Bola mala,B,172953,2013-04-04T17:29:53Z,130.47,164.06,130404_133015,77.5,72.4,3.5,1.58,-3.35,3.47,-0.931,1.765,1.752,50.0,6.079,-5.048,-113.539,-3.559,-4.399,19.78,-27.549,23.9,10.4,8.8,SL,0.888,13,56,223.564,815.6,"","",8,2013_04_04_sdnmlb_nynmlb_1,2013_04_04_sdnmlb_nynmlb_1_8,"","","",""
457428,435625,"","","",Called Strike,Strike cantado,S,173048,2013-04-04T17:30:48Z,124.46,160.6,130404_133053,72.3,66.5,3.36,1.56,5.73,-9.04,-0.867,1.666,-1.486,50.0,6.713,-0.253,-106.062,-0.295,6.365,22.201,-42.155,23.8,-8.5,15.6,CU,0.928,13,100,32.525,1619.249,"","",24,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_24,"","","",""
457428,435625,"","","",Swinging Strike,Strike tirándole,S,173102,2013-04-04T17:31:02Z,76.39,183.05,130404_133107,74.7,69.0,3.51,1.5,5.92,-9.21,0.668,0.931,-1.333,50.0,6.731,2.643,-109.558,-2.372,7.026,23.674,-43.026,23.8,-9.7,15.1,CU,0.927,14,31,32.919,1711.93,"","",24,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_24,"","","",""
457428,435625,"","","",Ball,Bola mala,B,173125,2013-04-04T17:31:25Z,62.66,155.42,130404_133129,91.3,84.0,3.23,1.39,-5.31,9.76,1.216,2.132,-1.079,50.0,6.407,7.854,-133.471,-8.49,-9.551,29.419,-14.54,23.8,25.7,4.1,FF,0.544,14,47,208.44,2179.843,"","",24,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_24,"","","",""
543506,493316,457759,"","",Foul,Foul,S,203155,2013-04-04T20:31:55Z,68.67,139.02,130404_133148,85.8,80.6,3.48,1.5,4.32,1.17,0.903,2.811,-1.033,50.0,6.247,3.433,-125.755,-2.546,7.022,21.669,-30.194,23.9,-13.8,7.8,SL,0.902,12,46,105.747,841.687,"","",28,2013_04_04_seamlb_oakmlb_1,2013_04_04_seamlb_oakmlb_1_28,"","","",""
457428,435625,"","","",Ball,Bola mala,B,173207,2013-04-04T17:32:07Z,65.24,139.88,130404_133211,89.2,82.7,3.23,1.5,-6.27,10.02,1.0,2.713,-1.195,50.0,6.298,7.775,-130.396,-6.412,-10.883,25.301,-14.713,23.8,30.6,4.3,FT,0.868,12,56,211.933,2289.157,"","",24,2013_04_04_chnmlb_pitmlb_1,2013_04_04_chnmlb_pitmlb_1_24,"","","",""
